"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.868113671E1,-8.134007607E-1,-7.259674913E-1,-1.300409067E-1,1.097980070E0
6.869110671E1,-3.093045883E-1,-5.173113549E-1,-2.905306041E-2,6.034272504E-1
6.870107671E1,6.641914386E-2,-3.691546047E-1,1.470984042E-1,4.028952287E-1
6.871104671E1,1.983960271E-2,-1.715701711E-1,3.148357254E-1,3.590981307E-1
6.872101671E1,1.893954446E-1,1.820396107E-1,4.750482649E-1,5.428442762E-1
6.873098571E1,3.758144737E-1,5.059578162E-1,6.639226860E-1,9.154360510E-1
6.874095571E1,2.020270018E-1,6.176753032E-1,7.369959247E-1,9.825989430E-1
6.875092571E1,-5.370316744E-2,9.211218220E-1,7.831117451E-1,1.210212149E0
6.876089571E1,-2.598239511E-1,1.238014013E0,8.555575776E-1,1.527143068E0
6.877086533E1,-1.581493494E-1,1.801815410E0,8.593600219E-1,2.002510833E0
6.878083433E1,3.673116354E-1,2.340134642E0,7.945114768E-1,2.498478830E0
6.879080433E1,9.082456684E-1,2.674505330E0,4.249271017E-1,2.856300403E0
6.880077433E1,9.563546585E-1,2.733270432E0,2.237144709E-1,2.904381113E0
6.881074433E1,4.009636040E-1,2.814742611E0,2.529938185E-1,2.854391993E0
6.882071333E1,1.602051573E-1,3.369027080E0,2.490294063E-1,3.382014903E0
6.883068333E1,-3.000127414E-1,3.609534754E0,9.094437629E-1,3.734412503E0
6.884065333E1,-6.599693835E-1,3.648170816E0,1.547657996E0,4.017456305E0
6.885062333E1,-2.131972302E-1,3.741512843E0,1.025313942E0,3.885310811E0
6.886059333E1,5.167731187E-1,3.273315176E0,6.708276629E-2,3.314535684E0
6.887056233E1,1.106463940E0,1.702173593E0,-1.127177117E0,2.322108017E0
6.888053233E1,1.061213654E0,8.035886943E-1,-1.614502780E0,2.092498133E0
6.889050233E1,2.525257489E-1,6.981049240E-2,-1.594092489E0,1.615479379E0
6.890047233E1,1.684729010E-2,3.505744922E-1,-8.183523291E-1,8.904419354E-1
6.891044233E1,-4.469662808E-1,8.493454957E-1,-1.131412840E-1,9.664199798E-1
6.892041133E1,-7.244165173E-1,1.353858757E0,-6.292492819E-1,1.659417815E0
6.893038133E1,-8.022885659E-1,6.174703583E-1,-1.470984626E0,1.785702203E0
6.894035133E1,-2.460085885E-1,-7.847352245E-1,-1.916388677E0,2.085395685E0
6.895032133E1,-2.275125298E-1,-1.713100285E0,-2.223232428E0,2.815890085E0
6.896029133E1,-6.284835890E-2,-2.032127587E0,-2.250394499E0,3.032782196E0
6.897026033E1,-3.323172922E-1,-4.771941930E-1,-2.230170735E0,2.304736555E0
6.898023033E1,-1.397266732E-1,-4.078678501E-1,-2.654627720E0,2.689410355E0
6.899020033E1,3.328355017E-1,9.206818190E-1,-2.456877226E0,2.644745769E0
6.900017033E1,1.004844010E0,-3.102149633E-1,-2.012391188E0,2.270608531E0
6.901014033E1,1.588472877E0,-1.276778129E0,-1.080619247E0,2.306761025E0
6.902010933E1,1.178809201E0,-1.079334175E0,-6.444555509E-1,1.723332919E0
6.903007933E1,7.494145337E-1,-2.156322301E0,-5.082651275E-1,2.338735011E0
6.904004933E1,9.174309133E-1,-1.045129279E0,-4.848967302E-1,1.472786315E0
6.905001933E1,9.535200745E-1,-6.646642591E-1,-9.261170983E-1,1.486160149E0
6.905998833E1,1.346879082E0,-1.075861368E0,-1.579202555E0,2.337828405E0
6.906995833E1,1.542809631E0,-1.309603229E0,-1.897202793E0,2.773932337E0
6.907992833E1,1.280581451E0,-1.901174807E0,-1.530912740E0,2.756455752E0
6.908989833E1,9.855395736E-1,-2.330278867E0,-1.583313732E0,2.984689301E0
6.909986833E1,7.002624004E-1,-2.906816962E0,-1.769455749E0,3.474323809E0
6.910983733E1,4.825179367E-1,-2.975710611E0,-1.743298815E0,3.482350924E0
6.911980733E1,1.549316266E-1,-2.756868625E0,-1.635486099E0,3.209227820E0
6.912977733E1,4.987069765E-1,-2.345858919E0,-1.405586443E0,2.779826607E0
6.913974733E1,8.393574281E-1,-1.905933125E0,-1.421010813E0,2.521184979E0
6.914971733E1,1.077254613E0,-1.754024947E0,-1.286106192E0,2.427169165E0
6.915968633E1,8.082993574E-1,-1.863474299E0,-8.656808621E-1,2.208005360E0
6.916965633E1,-1.883680522E-2,-1.862386279E0,-6.327137572E-1,1.967019109E0
6.917962633E1,-6.720183022E-1,-1.883587990E0,-6.995696515E-1,2.118704796E0
6.918959633E1,-6.524463558E-1,-1.918439588E0,-8.836446780E-1,2.210638961E0
6.919956633E1,-2.134929532E-1,-2.018060794E0,-6.883307183E-1,2.142883055E0
6.920953533E1,-2.128211081E-2,-1.903361373E0,-2.524143595E-1,1.920143342E0
6.921950533E1,1.389484088E-1,-1.834465385E0,3.756385821E-1,1.877677889E0
6.922947533E1,4.649346283E-1,-1.478930115E0,3.129733872E-1,1.581565944E0
6.923944533E1,6.161174588E-1,-1.290079960E0,-4.411542946E-1,1.496169823E0
6.924941433E1,7.471256411E-1,-1.469236309E0,-9.312521231E-1,1.893167339E0
6.925938433E1,4.762080601E-1,-1.658877300E0,-1.160812640E0,2.079936056E0
6.926935433E1,5.187996174E-1,-1.590267241E0,-1.348595971E0,2.148677275E0
6.927932433E1,5.153870362E-1,-1.927146969E0,-1.040503839E0,2.249926105E0
6.928929433E1,5.511477301E-1,-2.096280898E0,-1.129952790E0,2.444371235E0
6.929926333E1,5.633252876E-1,-2.169222867E0,-1.316751450E0,2.599364847E0
6.930923333E1,8.770795704E-1,-1.768883892E0,-1.410235564E0,2.426310603E0
6.931920333E1,8.514259350E-1,-9.746811479E-1,-1.266493462E0,1.810783022E0
6.932917333E1,2.128944907E-1,-7.179445267E-2,-1.085908054E0,1.108907033E0
6.933914333E1,-1.633619960E-1,1.058552440E0,-9.465490240E-1,1.429396888E0
6.934911233E1,-1.665425889E-1,2.141799425E0,-6.281769025E-1,2.238224170E0
6.935908233E1,-3.592751491E-1,2.989242822E0,-2.364736801E-1,3.020028325E0
6.936905233E1,-9.747091415E-1,3.264292338E0,1.708872163E-1,3.410991765E0
6.937902233E1,-1.235069940E0,2.989690134E0,5.621033657E-1,3.283230886E0
6.938899233E1,-8.888460687E-1,2.597046095E0,5.375555849E-1,2.797080935E0
6.939896133E1,-5.115156678E-1,2.080857405E0,3.409681016E-1,2.169763827E0
6.940893133E1,-2.481478655E-1,1.345233822E0,7.660513240E-1,1.567822066E0
6.941890133E1,-4.899165648E-1,9.336728704E-1,7.592416567E-1,1.299311803E0
6.942887133E1,-4.385775729E-1,1.324720035E0,8.273026621E-1,1.622240165E0
6.943884133E1,-4.786299037E-1,2.304305243E0,9.284144694E-1,2.529992621E0
6.944881033E1,-4.414582036E-2,3.102105778E0,1.220643690E0,3.333913636E0
6.945878033E1,1.369472358E-1,2.853994385E0,1.368751323E0,3.168204331E0
6.946875033E1,2.083790332E-1,2.367746948E0,7.348996979E-1,2.487915794E0
6.947872033E1,3.284949308E-1,9.094092643E-1,2.516419423E-1,9.991285186E-1
6.948868933E1,9.308146052E-1,3.458978891E-2,-8.330411196E-2,9.351747739E-1
6.949865933E1,1.249595301E0,5.683259726E-2,7.340243697E-2,1.253038817E0
6.950862933E1,8.361201172E-1,2.157587492E-1,7.245799470E-1,1.127237680E0
6.951859933E1,-1.897993775E-1,9.789502001E-1,1.392193980E0,1.712475219E0
6.952856933E1,-4.043142778E-1,1.803304111E0,1.517923150E0,2.391540600E0
6.953853833E1,9.518554453E-2,2.180150144E0,6.287119228E-1,2.270989568E0
6.954850833E1,-5.220381344E-2,6.381323719E-1,5.392828524E-1,8.371165732E-1
6.955847833E1,-1.446746693E-1,-2.937079811E-1,5.657181144E-2,3.322581947E-1
6.956844833E1,-4.723691072E-1,-2.750752437E-1,-7.253120184E-2,5.514161209E-1
6.957841733E1,-6.959536602E-1,1.844381386E-1,-1.768724263E-1,7.413857156E-1
6.958838733E1,-7.641803612E-1,7.961843652E-1,-1.305917144E-2,1.103653800E0
6.959835733E1,-8.889763885E-1,9.182713044E-1,4.833068722E-1,1.366413825E0
6.960832733E1,-8.700000541E-1,7.170358694E-1,8.520135802E-1,1.413141066E0
6.961829733E1,-9.202546799E-1,4.863263744E-1,7.040907186E-1,1.256632706E0
6.962826633E1,-9.508993524E-1,3.214711457E-1,2.042409039E-1,1.024337651E0
6.963823633E1,-7.920954803E-1,1.081922007E-1,-9.573061466E-2,8.051615694E-1
6.964820633E1,-4.381516763E-1,-8.671245396E-2,-2.657875264E-1,5.197489300E-1
6.965817633E1,1.856838148E-1,-3.076804876E-1,-5.580594313E-1,6.637590605E-1
6.966814633E1,2.836483948E-1,-4.350357682E-1,-8.085857248E-1,9.610012517E-1
6.967811533E1,5.269825034E-1,-2.644719028E-1,-9.284922373E-1,1.099888077E0
6.968808533E1,5.729592697E-1,1.390035188E-1,-6.452174431E-1,8.740193658E-1
6.969805533E1,3.539693125E-1,6.555389482E-1,-3.636681622E-1,8.290235938E-1
6.970802533E1,-3.346315837E-1,1.149089558E0,3.716139436E-2,1.197399715E0
6.971799433E1,-8.330276710E-1,1.772094598E0,5.710835195E-1,2.039703594E0
6.972796433E1,-5.747031287E-1,2.561238331E0,1.015391217E0,2.814470607E0
6.973793433E1,-7.036298119E-2,3.056338452E0,1.195866113E0,3.282720129E0
6.974790433E1,9.411334790E-2,2.987775171E0,1.354093523E0,3.281650052E0
6.975787433E1,-4.187549271E-2,2.963869414E0,1.388165833E0,3.273114701E0
6.976784325E1,-3.195498969E-1,3.245494124E0,9.187092608E-1,3.388122039E0
6.977781325E1,-3.068739373E-1,3.492623770E0,4.352532846E-1,3.532992759E0
6.978778325E1,-2.635464348E-1,3.460339538E0,4.261018074E-1,3.496422342E0
6.979775325E1,-5.104704049E-1,3.167237329E0,5.224954963E-1,3.250380574E0
6.980772325E1,-6.881637072E-1,2.849535298E0,-1.177863121E-2,2.931477348E0
6.981769225E1,-9.386666849E-2,2.401546193E0,-1.160821411E0,2.669033799E0
6.982766225E1,9.270978226E-1,1.654264432E0,-1.813665962E0,2.624020847E0
6.983763225E1,1.167158623E0,4.617704076E-1,-1.611321895E0,2.042510566E0
6.984760225E1,3.868200664E-1,-1.308697495E0,-2.084925313E0,2.491833152E0
6.985757125E1,-9.402673602E-2,-2.433276401E0,-2.629972351E0,3.584191630E0
6.986754125E1,6.517657399E-2,-2.387709050E0,-3.256091033E0,4.038258450E0
6.987751125E1,-7.502898619E-2,-1.345458355E0,-3.307763463E0,3.571720406E0
6.988748125E1,-2.382503566E-1,-1.400142100E-1,-3.508936332E0,3.519801329E0
6.989745125E1,3.287108758E-1,1.222936968E0,-2.970641659E0,3.229293659E0
6.990742025E1,4.184675364E-1,5.614943781E-1,-3.178656941E0,3.254881098E0
6.991739025E1,3.774689068E-1,-2.515764534E-1,-2.232350577E0,2.277973350E0
6.992736025E1,4.831535290E-1,-1.007038178E0,-1.244999097E0,1.672598570E0
6.993733025E1,1.023229849E0,-5.404142886E-1,6.100043410E-1,1.308110172E0
6.994730025E1,9.259788117E-1,-1.427229912E0,3.116655990E0,3.550769852E0
6.995726925E1,-1.292165808E0,-1.108529469E0,3.777598350E0,4.143522578E0
6.996723925E1,-1.814489396E0,2.258090312E0,2.268713241E0,3.679456943E0
6.997720925E1,7.387321092E-1,2.445491235E0,6.617130232E-1,2.638942333E0
6.998717925E1,2.240084981E0,6.514026278E-1,2.170995158E-1,2.342955037E0
6.999714825E1,1.686472796E0,-1.672462429E0,-2.009500909E-1,2.383632103E0
7.000711825E1,7.844462259E-1,-2.210649074E0,-7.146946442E-1,2.452165093E0
7.001708825E1,8.034460223E-1,-5.599998298E-1,-1.600547816E0,1.876400445E0
7.002705825E1,1.273968250E0,1.364722592E-1,-2.354348638E0,2.680406180E0
7.003702825E1,2.120397447E0,1.178702196E0,-2.916639699E0,3.793706807E0
7.004699725E1,2.198134571E0,7.718779282E-1,-3.340645280E0,4.072775714E0
7.005696725E1,1.164565968E0,-3.728921449E-1,-3.981081455E0,4.164645482E0
7.006693725E1,1.060618115E0,-8.214769350E-1,-5.351220907E0,5.516819766E0
7.007690725E1,1.622066592E0,-1.529351825E0,-5.564944240E0,5.994882938E0
7.008687625E1,1.580086654E0,-2.587654297E0,-5.081258469E0,5.917078352E0
7.009684625E1,1.623621221E0,-2.566137128E0,-4.587822465E0,5.501756137E0
7.010681625E1,2.428267677E0,-3.767110784E0,-3.357471228E0,5.600019698E0
7.011678625E1,2.712875928E0,-5.051341774E0,-1.309495055E0,5.881371169E0
7.012675625E1,4.920494829E-1,-6.268117531E0,1.497625126E0,6.463303419E0
7.013672525E1,-2.426693314E0,-6.267397154E0,3.270839465E0,7.474456390E0
7.014669525E1,-3.177489837E0,-4.109090454E0,3.437934762E0,6.229001642E0
7.015666525E1,-1.705518639E0,-1.909476099E0,2.024116024E0,3.263730761E0
7.016663525E1,1.884547372E-1,-1.947080712E0,4.327126694E-1,2.003466681E0
7.017660425E1,1.093140913E0,-1.954939370E0,-9.495837289E-1,2.432787343E0
7.018657425E1,6.966529141E-1,-1.693307460E0,-1.867567350E0,2.615420281E0
7.019654425E1,6.706868912E-1,-1.803752300E0,-1.685478038E0,2.558159394E0
7.020651425E1,-6.307903156E-2,-2.520051713E0,-2.282612658E-1,2.531154441E0
7.021648425E1,-2.037588740E0,-2.594143244E0,1.947495865E0,3.830677119E0
7.022645325E1,-3.422667682E0,-5.017402196E-1,4.166172727E0,5.415107802E0
7.023642325E1,-4.036864477E0,2.609405647E0,5.686412544E0,7.445841810E0
7.024639325E1,-3.043379853E0,5.306752832E0,5.206522785E0,8.033160403E0
7.025636325E1,-9.302146809E-1,6.594303287E0,3.136496177E0,7.361232469E0
7.026633225E1,1.165296870E0,6.523716869E0,9.139081120E-2,6.627605213E0
7.027630225E1,2.235165865E0,5.489467796E0,-2.570959911E0,6.460654610E0
7.028627225E1,2.192137520E0,3.671329299E0,-3.636506791E0,5.613226110E0
7.029624225E1,2.530263583E0,1.991287417E0,-3.530782700E0,4.778481542E0
7.030621225E1,2.312442374E0,7.225772756E-1,-2.830426013E0,3.725697125E0
7.031618125E1,1.335623192E0,1.713234186E-4,-2.351834920E0,2.704628779E0
7.032615125E1,1.345350474E0,-1.645277846E-1,-1.990535465E0,2.408167089E0
7.033612125E1,1.361985510E0,-8.314436603E-1,-1.511774803E0,2.198127873E0
7.034609125E1,1.055083871E0,-2.170546677E0,-1.115069287E0,2.658543655E0
7.035606025E1,4.639529539E-1,-3.415015431E0,-1.123669372E0,3.624943530E0
7.036603025E1,1.032017483E-1,-4.445708812E0,-1.259106674E0,4.621723386E0
7.037600025E1,5.401611042E-1,-5.000501404E0,-1.440945725E0,5.231932042E0
7.038597025E1,9.382630809E-1,-5.034945597E0,-1.476169937E0,5.330111862E0
7.039594025E1,4.240359861E-1,-4.465036783E0,-1.797139392E0,4.831777104E0
7.040590925E1,-3.363086747E-1,-2.947514167E0,-1.368937265E0,3.267251525E0
7.041587925E1,-6.848670470E-1,-4.752932632E-1,-5.959797943E-1,1.024762642E0
7.042584925E1,-7.459088355E-1,2.722214516E0,4.842330712E-1,2.863793556E0
7.043581925E1,-1.052699231E0,4.878230277E0,1.087703733E0,5.107681051E0
7.044578925E1,-1.383672833E0,5.110255980E0,1.644293175E0,5.543732203E0
7.045575825E1,-2.381683860E-1,5.609945582E0,2.123212881E0,6.003019786E0
7.046572825E1,3.796762307E-1,4.702675229E0,2.377570270E0,5.283194937E0
7.047569825E1,1.060674467E0,3.856603004E0,2.103348135E0,4.519124964E0
7.048566825E1,1.310170555E0,3.746015199E0,1.746366849E0,4.335778353E0
7.049563725E1,6.109199784E-1,2.777536778E0,1.610958198E0,3.268504259E0
7.050560725E1,-2.457920954E-2,2.388627940E0,1.610367630E0,2.880873387E0
7.051557725E1,-7.941869563E-1,7.693818980E-1,1.481996688E0,1.849052625E0
7.052554725E1,-6.894896364E-1,6.585432476E-1,2.124561834E0,2.328698811E0
7.053551625E1,-2.180492498E-2,1.458824757E0,1.571112932E0,2.144071121E0
7.054548625E1,4.577266925E-1,1.783569174E0,1.418926865E0,2.324647537E0
7.055545625E1,-1.206047431E-1,1.151397454E0,1.258079903E0,1.709686124E0
7.056542625E1,-3.701245116E-1,6.826805538E-1,7.184158123E-1,1.057906504E0
7.057539625E1,-7.218763407E-1,1.858759689E-1,4.369109702E-1,8.640292373E-1
7.058536525E1,-4.931466398E-1,-3.394723839E-1,-1.568556529E-1,6.189012875E-1
7.059533525E1,-5.732246237E-1,-8.716309887E-1,-5.917774004E-1,1.199386319E0
7.060530525E1,-4.077535370E-1,-1.279911652E0,-8.617795998E-1,1.595963929E0
7.061527525E1,-3.530765158E-1,-1.330155607E0,-1.272726009E0,1.874515526E0
7.062524425E1,1.288251244E-1,-1.258396822E0,-1.201288236E0,1.744491875E0
7.063521425E1,1.932634508E-1,-1.133452349E0,-1.279205893E0,1.720009507E0
7.064518425E1,-1.170288053E-1,-9.577663225E-1,-1.090593427E0,1.456161424E0
7.065515425E1,1.751299560E-2,-5.179598111E-1,-6.950058997E-1,8.669615167E-1
7.066512425E1,1.062716096E-1,6.124782979E-2,-2.189770567E-1,2.509898465E-1
7.067509325E1,2.042275649E-1,4.851113230E-1,1.137733680E-1,5.385037356E-1
7.068506325E1,3.741327414E-1,7.579231095E-1,3.416849703E-1,9.116860024E-1
7.069503325E1,6.407074857E-1,1.021071203E0,7.213815200E-1,1.404807382E0
7.070500325E1,8.434253360E-1,1.665323855E0,7.228094101E-1,2.001780029E0
7.071497225E1,6.723263043E-1,2.502403062E0,6.379359055E-1,2.668521307E0
7.072494225E1,7.445511121E-1,3.416977757E0,5.218277442E-1,3.535872953E0
7.073491225E1,7.819423020E-1,4.341169952E0,6.305105263E-1,4.455865105E0
7.074488225E1,5.983319829E-1,4.458653378E0,9.062938678E-1,4.589004215E0
7.075485225E1,3.027026068E-1,4.260758457E0,1.222100231E0,4.442884252E0
7.076482125E1,-7.161959168E-1,3.828896558E0,1.233246778E0,4.085863808E0
7.077479208E1,-6.978263041E-1,3.007561564E0,4.447035545E-1,3.119318734E0
7.078476208E1,-2.880703150E-1,2.317569652E0,-3.038546544E-1,2.355088374E0
7.079473208E1,-8.653272517E-2,1.650137467E0,-6.763146901E-1,1.785453201E0
7.080470108E1,3.078256448E-1,7.774036932E-1,-8.993169701E-1,1.227959341E0
7.081467108E1,6.039453100E-1,1.705983639E-2,-8.219471973E-1,1.020116744E0
7.082464108E1,8.139506914E-1,-1.472173950E-1,-9.227707368E-1,1.239231424E0
7.083461108E1,6.629839155E-1,-8.773747087E-4,-1.501096618E0,1.640987354E0
7.084458008E1,1.406784537E-1,4.937157932E-1,-1.791272880E0,1.863385157E0
7.085455008E1,-4.710848759E-1,7.502597487E-1,-2.130559323E0,2.307399766E0
7.086452008E1,-1.279529683E0,5.903269985E-1,-2.785663823E0,3.121795174E0
7.087449008E1,-6.426025683E-1,1.361066035E0,-2.434487067E0,2.862196027E0
7.088446008E1,-1.687640923E-1,3.676925084E-1,-2.304230399E0,2.339477897E0
7.089442908E1,2.978242747E-1,-1.166796096E0,-1.347860391E0,1.807440196E0
7.090439908E1,-1.097175930E-1,-8.962477666E-1,-8.234265429E-1,1.222018527E0
7.091436908E1,-1.231686156E0,-2.034242232E0,-4.606220144E-1,2.422264413E0
7.092433908E1,-1.365987783E0,-6.341384313E-1,8.013842940E-2,1.508136712E0
7.093430808E1,-1.550797074E-1,-6.822940528E-2,-5.451025862E-1,5.708255397E-1
7.094427808E1,1.206890015E0,-2.107576257E-1,-8.823436725E-1,1.509812121E0
7.095424808E1,2.060702930E0,-8.091476423E-1,-1.162919977E0,2.500719765E0
7.096421808E1,2.249950403E0,-7.192661436E-1,-1.121662608E0,2.614908719E0
7.097418808E1,2.034296612E0,-2.155751321E0,-9.615576571E-1,3.116122525E0
7.098415708E1,1.351904325E0,-2.028919073E0,-8.032542336E-1,2.566977849E0
7.099412708E1,9.153504740E-1,-1.296013422E0,-7.990307897E-1,1.776504288E0
7.100409708E1,7.016067483E-1,-1.582488398E0,-8.607347023E-1,1.933231953E0
7.101406708E1,6.702401640E-1,-1.635945397E0,-7.142695516E-1,1.906756464E0
7.102403608E1,3.806630945E-1,-1.824913812E0,-8.149276149E-1,2.034532337E0
7.103400608E1,2.566189460E-1,-1.565663327E0,-1.360953476E0,2.090298855E0
7.104397608E1,1.907722811E-1,-1.456361032E0,-2.295653118E0,2.725326541E0
7.105394608E1,2.350959300E-1,-1.509667320E0,-3.062670402E0,3.422618224E0
7.106391508E1,1.759086590E-1,-1.704177872E0,-3.557910857E0,3.948910703E0
7.107388508E1,6.394164205E-2,-1.994946604E0,-3.640452492E0,4.151721912E0
7.108385508E1,2.417009448E-1,-2.188621443E0,-3.397942146E0,4.049011484E0
7.109382508E1,4.077668394E-1,-2.596870093E0,-2.903088192E0,3.916366828E0
7.110379508E1,2.793982364E-1,-3.030773256E0,-2.075936388E0,3.684177220E0
7.111376408E1,-2.077952801E-1,-3.217523383E0,-1.042831616E0,3.388677232E0
7.112373408E1,-5.108871652E-1,-2.900500507E0,-1.695306623E-1,2.950025344E0
7.113370408E1,-2.874480982E-1,-2.232640014E0,3.295034659E-1,2.275056125E0
7.114367408E1,-6.675576076E-2,-1.598880190E0,2.278619009E-1,1.616414315E0
7.115364308E1,2.635806410E-1,-1.230118518E0,2.438973051E-1,1.281464872E0
7.116361308E1,4.368051356E-1,-6.276787198E-1,-2.328215092E-1,7.993654714E-1
7.117358308E1,2.593602669E-1,-4.526864657E-1,-5.660829806E-1,7.698329203E-1
7.118355308E1,4.427136008E-1,-6.293001527E-1,-1.138565739E0,1.374171007E0
7.119352208E1,1.969754460E-1,-1.325036954E0,-1.462368754E0,1.983190518E0
7.120349208E1,-3.384406427E-1,-1.957297260E0,-1.472251718E0,2.472464308E0
7.121346208E1,-4.300315748E-1,-1.755643457E0,-1.433640214E0,2.307062064E0
7.122343208E1,-4.044923986E-1,-1.261079232E0,-1.091148913E0,1.715966457E0
7.123340208E1,2.267170161E-1,-5.044965971E-1,-8.894380993E-1,1.047386058E0
7.124337108E1,7.122203949E-1,1.846702731E-1,-3.032249093E-1,7.958054701E-1
7.125334108E1,9.221849920E-1,4.731420726E-1,5.189269406E-1,1.159126287E0
7.126331108E1,5.208079898E-1,8.055673921E-1,2.165475386E-1,9.833985062E-1
7.127328108E1,1.527645023E-1,1.267727809E0,-1.211905611E-1,1.282637105E0
7.128325008E1,2.809559347E-1,1.718880842E0,-2.075521821E-1,1.754014109E0
7.129322008E1,5.236207929E-1,1.695834627E0,-2.417127854E-1,1.791217152E0
7.130319008E1,7.816399278E-1,1.359352509E0,-2.300967067E-1,1.584848483E0
7.131316008E1,4.189351675E-1,1.033984779E0,1.063930124E-1,1.120692050E0
7.132312908E1,2.845306300E-2,9.008413392E-1,1.651967061E-1,9.163048876E-1
7.133309908E1,-2.053460276E-1,1.335980018E0,2.178052747E-1,1.369105087E0
7.134306908E1,6.412977621E-2,2.408240086E0,9.325700855E-1,2.583296325E0
7.135303908E1,4.122599130E-1,3.766150671E0,1.547959712E0,4.092679854E0
7.136300808E1,5.210680448E-2,3.805052197E0,2.101705652E0,4.347217960E0
7.137297808E1,-4.882045732E-1,3.063306579E0,2.030826874E0,3.707620355E0
7.138294808E1,-7.283016998E-1,1.897081756E0,1.264604811E0,2.393442684E0
7.139291808E1,-3.629059411E-1,7.723078448E-1,5.121640509E-1,9.952246702E-1
7.140288808E1,8.685947489E-2,-1.825945115E-1,-1.141376495E-3,2.022044182E-1
7.141285708E1,7.657215410E-1,-6.594986826E-1,-1.536636579E-1,1.022193969E0
7.142282708E1,6.302981262E-1,2.292804354E-1,-4.915263033E-1,8.315307287E-1
7.143279708E1,3.958352304E-1,1.307259080E0,-5.192035139E-1,1.461226923E0
7.144276708E1,6.931619802E-1,4.637280554E-1,-1.847310841E-1,8.541913214E-1
7.145273608E1,8.708432957E-1,8.382428026E-1,2.143291050E-1,1.227581365E0
7.146270608E1,-6.239297044E-2,6.027590561E-1,1.147837669E-1,6.167549559E-1
7.147267608E1,-4.101307956E-1,4.942464280E-1,5.032581568E-1,8.159384618E-1
7.148264608E1,-5.696095460E-1,5.687346929E-1,4.519225270E-1,9.231187119E-1
7.149261508E1,2.511206630E-1,3.964061379E-1,5.306482691E-1,7.083692533E-1
7.150258508E1,6.829135653E-1,-6.494221759E-1,4.616698354E-1,1.049408947E0
7.151255508E1,6.499542725E-1,-2.265568024E-1,7.233286428E-1,9.984852861E-1
7.152252508E1,6.922916953E-2,2.616143686E-1,1.318179340E0,1.345671404E0
7.153249408E1,-2.681065321E-2,6.853445452E-1,1.247107603E0,1.423268538E0
7.154246408E1,1.573482078E-2,6.445637244E-1,1.075824530E0,1.254236182E0
7.155243408E1,-1.061313860E-1,4.017808986E-1,9.044081408E-1,9.953119344E-1
7.156240408E1,-2.778423654E-1,2.575932384E-2,5.011198300E-1,5.735686592E-1
7.157237408E1,-2.566075440E-1,-3.133902937E-1,-2.554981810E-1,4.788947988E-1
7.158234308E1,5.139779669E-1,-5.480753106E-1,-8.508260107E-1,1.135105633E0
7.159231308E1,1.023934877E0,-8.332358319E-1,-7.987986553E-1,1.542985377E0
